id;modelo_cadastrado;descritivo;preco;prazo;tpl;descricao_tpl;tensao;acdc;vias;operacao;conexoes;tipo_conexao;mat_corpo;protecao;switch_manual;conexao_eletrica;classe_potencia;classe_bobina;feature;vedacoes;vedacoes_catalogadas;orificio;kv;pmin;pman_ar_gas;pmax_agua;pmax_oleo;temperatura;potencia;construcao
-82620303;HT8316A055 120/DC;"Válvula solenoide ASCO, simples, para uso geral 2/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em aço inoxidável 303, vedações em NBR, orifício de 2,4 mm, Kv = 0,14, pressão diferencial de operação (ar/gás): 0 à 10 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 50 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe H (BP), 9,7W de potência, tensão de operação de 120/DC, construção 3E.
 ";1026,57;95;Sem TPL;Sem TPL;120/DC;DC;2/2;NF;"1/4""";NPT;Aço inoxidável 303;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;H;simples;NBR;NBR;2,4;0,14;0;10;9;9;50;9,7;3E
-82620305;SC8210-112V  24/DC;"Válvula solenoide ASCO, simples, para uso geral, 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em Viton, orifício de 2,4 mm, Kv = 0,14, pressão diferencial de operação (ar/gás): 0 à 14 bar; pressão diferencial de operação (água): 0 à 10 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 60 °C, classe de proteção IP-65, conexão elétrica: Conector tipo plug-in (DIN 43650); bobina classe F (BP), 11,2W de potência, tensão de operação de 24/DC, construção 2C.
 ";1509,83;10;Sem TPL;Sem TPL;24/DC;DC;2/2;NA;"1/4""";NPT;Latão;IP-65;Sem operador manual;Conector tipo plug-in (DIN 43650);BP;F;simples;Viton;Uretano;2,4;0,14;0;14;10;9;60;11,2;2C
-82620309;SCR210C035 220/50,240/60;"Válvula solenoide ASCO, simples, para uso geral, 2/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 5,6 mm, Kv = 0,63, pressão diferencial de operação (ar/gás): 0 à 6,3 bar; pressão diferencial de operação (água): 0 à 7 bar; pressão diferencial de operação (óleo): 0 à 7 bar;  temperatura máxima de 82 °C, classe de proteção IP-65, conexão elétrica: Conector tipo plug-in (DIN 43650); bobina classe F (BP), 10,5W de potência, tensão de operação de 220/50,240/60, construção 2A.
 ";645,27;15;Sem TPL;Sem TPL;220/50,240/60;AC;2/2;NF;"1/4""";NPT;Latão;IP-65;Sem operador manual;Conector tipo plug-in (DIN 43650);BP;F;simples;NBR;NBR;5,6;0,63;0;6,3;7;7;82;10,5;2A
-82620315;EF8210G035V 220/50,240/60;"Válvula solenoide ASCO, simples, com proteção à prova de explosões, 2/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em Viton, orifício de 5,6 mm, Kv = 0,63, pressão diferencial de operação (ar/gás): 0 à 6,3 bar; pressão diferencial de operação (água): 0 à 7 bar; pressão diferencial de operação (óleo): 0 à 7 bar;  temperatura máxima de 82 °C, proteção à prova de explosões, classe Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66, conexão elétrica: Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG); bobina classe F (BP), 10,5W de potência, tensão de operação de 220/50,240/60, construção 2A.
 ";1146,69;5;Sem TPL;Sem TPL;220/50,240/60;AC;2/2;NF;"1/4""";NPT;Latão;Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66;Sem operador manual;"Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG)";BP;F;simples;Viton;NBR;5,6;0,63;0;6,3;7;7;82;10,5;2A
-82620316;EF8210G035VM  220/50,240/60;"Válvula solenoide ASCO, simples, com proteção à prova de explosões, 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em Viton, orifício de 2,4 mm, Kv = 0,14, pressão diferencial de operação (ar/gás): 0 à 20 bar; pressão diferencial de operação (água): 0 à 17 bar; pressão diferencial de operação (óleo): 0 à 16 bar;  temperatura máxima de 60 °C, proteção à prova de explosões, classe Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66, conexão elétrica: Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG); bobina classe F (BP), 10,5W de potência, tensão de operação de 220/50,240/60, construção 2C.
 ";1627,15;80;Sem TPL;Sem TPL;220/50,240/60;AC;2/2;NA;"1/4""";NPT;Latão;Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66;Sem operador manual;"Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG)";BP;F;simples;Viton;Uretano;2,4;0,14;0;20;17;16;60;10,5;2C
-82620318;SCHT8210C093  240/60;"Válvula solenoide ASCO, simples, para uso geral, 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em Uretano, orifício de 2,4 mm, Kv = 0,14, pressão diferencial de operação (ar/gás): 0 à 20 bar; pressão diferencial de operação (água): 0 à 17 bar; pressão diferencial de operação (óleo): 0 à 16 bar;  temperatura máxima de 60 °C, classe de proteção IP-65, conexão elétrica: Conector tipo plug-in (DIN 43650); bobina classe H (BP), 10,5W de potência, tensão de operação de 240/60, construção 2C.
 ";1507,03;35;Sem TPL;Sem TPL;240/60;AC;2/2;NA;"1/4""";NPT;Latão;IP-65;Sem operador manual;Conector tipo plug-in (DIN 43650);BP;H;simples;Uretano;Uretano;2,4;0,14;0;20;17;16;60;10,5;2C
-82620319;SDC8210-138A 220/50, 240/60;"Válvula solenoide ASCO, simples, para uso geral 2/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 4 mm, Kv = 0,43, pressão diferencial de operação (ar/gás): 0 à 12 bar; pressão diferencial de operação (água): 0 à 14 bar; pressão diferencial de operação (óleo): 0 à 10 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 10,5W de potência, tensão de operação de 240/60, construção 2A.
 ";1065,68;70;Sem TPL;Sem TPL;240/60;AC;2/2;NF;"1/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;4;0,43;0;12;14;10;82;10,5;2A
-82620322;R210D002N 240/60;"Válvula solenoide ASCO, simples, para uso geral 2/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em Borracha nitrílica, orifício de 7,1 mm, Kv = 0,82, pressão diferencial de operação (ar/gás): 0 à 1,8 bar; pressão diferencial de operação (água): 0 à 2,4 bar; pressão diferencial de operação (óleo): 0 à 1,9 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 6W de potência, tensão de operação de 240/60, construção 2.
 ";483,26;5;Sem TPL;Sem TPL;240/60;AC;2/2;NF;"1/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;Borracha nitrílica;NBR;7,1;0,82;0;1,8;2,4;1,9;82;6;2
-82620323;SC8210D009V  24/DC;"Válvula solenoide ASCO, simples, para uso geral, 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em Viton, orifício de 3,2 mm, Kv = 0,30, pressão diferencial de operação (ar/gás): 0 à 5,4 bar; pressão diferencial de operação (água): 0 à 4,1 bar; pressão diferencial de operação (óleo): 0 à 4,1 bar;  temperatura máxima de 65 °C, classe de proteção IP-65, conexão elétrica: Conector tipo plug-in (DIN 43650); bobina classe F (BP), 11,2W de potência, tensão de operação de 24/DC, construção 2D.
 ";920,42;45;Sem TPL;Sem TPL;24/DC;DC;2/2;NA;"1/4""";NPT;Latão;IP-65;Sem operador manual;Conector tipo plug-in (DIN 43650);BP;F;simples;Viton;NBR;3,2;0,30;0;5,4;4,1;4,1;65;11,2;2D
-82620324;EF8210G088V  220/50,240/60;"Válvula solenoide ASCO, simples, com proteção à prova de explosões, 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em Viton, orifício de 3,2 mm, Kv = 0,30, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 8 bar; pressão diferencial de operação (óleo): 0 à 7 bar;  temperatura máxima de 82 °C, proteção à prova de explosões, classe Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66, conexão elétrica: Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG); bobina classe F (BP), 10,5W de potência, tensão de operação de 220/50,240/60, construção 2D.
 ";920,42;45;Sem TPL;Sem TPL;220/50,240/60;AC;2/2;NA;"1/4""";NPT;Latão;Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66;Sem operador manual;"Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG)";BP;F;simples;Viton;NBR;3,2;0,30;0;9;8;7;82;10,5;2D
-82620329;8223A012 110/50,120/60;"Válvula solenoide ASCO, simples, para uso geral 2/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 2,4 mm, Kv = 0,14, pressão diferencial de operação (ar/gás): 0 à 25 bar; pressão diferencial de operação (água): 0 à 23 bar; pressão diferencial de operação (óleo): 0 à 11 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 6W de potência, tensão de operação de 110/50,120/60, construção 3E.
 ";872,93;5;Sem TPL;Sem TPL;110/50,120/60;AC;2/2;NF;"1/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;2,4;0,14;0;25;23;11;82;6;3E
-82620330;EM8210C034  120/60;"Válvula solenoide ASCO, simples, com proteção à prova de explosões, 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em Etileno propileno, orifício de 3,2 mm, Kv = 0,30, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 8 bar; pressão diferencial de operação (óleo): 0 à 7 bar;  temperatura máxima de 82 °C, proteção à prova de explosões, classe Ex eb mb llC T* Gb/Ex tb lllC T* Db IP 66/67, conexão elétrica: Prensa cabo para diâmetros de 7 a 12mm ou conduites roscados; bobina classe F (BP), 10,5W de potência, tensão de operação de 120/60, construção 2D.
 ";969,31;45;Sem TPL;Sem TPL;120/60;AC;2/2;NA;"1/4""";NPT;Latão;Ex eb mb llC T* Gb/Ex tb lllC T* Db IP 66/67;Sem operador manual;Prensa cabo para diâmetros de 7 a 12mm ou conduites roscados;BP;F;simples;Etileno propileno;NBR;3,2;0,30;0;9;8;7;82;10,5;2D
-82620332;8210C007V  220/50,240/60;"Válvula solenoide ASCO, simples, para uso geral 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em Viton, orifício de 3,2 mm, Kv = 0,30, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 8 bar; pressão diferencial de operação (óleo): 0 à 7 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 10,5W de potência, tensão de operação de 220/50,240/60, construção 2D.
 ";969,31;45;Sem TPL;Sem TPL;220/50,240/60;AC;2/2;NA;"1/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;Viton;NBR;3,2;0,30;0;9;8;7;82;10,5;2D
-82620334;SCXA320B174 120/DC - 21091;"Válvula solenoide ASCO, simples, para uso geral, 2/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/8"" NPT, corpo em aço inoxidável 303, vedações em NBR, orifício de 2,4 mm, Kv = 0,17, pressão diferencial de operação (ar/gás): 0 à 10 bar; pressão diferencial de operação (água): 0 à 10 bar; pressão diferencial de operação (óleo): 0 à 10 bar;  temperatura máxima de 50 °C, classe de proteção IP-65, conexão elétrica: Conector tipo plug-in com led e supressor; bobina classe F (BP), 9,7W de potência, tensão de operação de 120/DC, construção 1A.
TPL: Conector Plug in  com led e supressor para  válvula com bobina ""SC""
Tam.30";512,59;5;21091;"Conector Plug in  com led e supressor para  válvula com bobina ""SC""
Tam.30";120/DC;DC;2/2;NF;"1/8""";NPT;Aço inoxidável 303;IP-65;Sem operador manual;Conector tipo plug-in com led e supressor;BP;F;simples;NBR;NBR;2,4;0,17;0;10;10;10;50;9,7;1A
-82620337;EF8210G003MS  24/DC;"Válvula solenoide ASCO, simples, com proteção à prova de explosões, 2/2 vias, normal aberta, com operador manual (parafuso), conexão ao processo em 1/4"" NPT, corpo em latão, vedações em Etileno propileno, orifício de 3,2 mm, Kv = 0,30, pressão diferencial de operação (ar/gás): 0 à 5,4 bar; pressão diferencial de operação (água): 0 à 4,1 bar; pressão diferencial de operação (óleo): 0 à 4,1 bar;  temperatura máxima de 65 °C, proteção à prova de explosões, classe Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66, conexão elétrica: Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG); bobina classe F (BP), 11,2W de potência, tensão de operação de 24/DC, construção 2D.
 ";920,42;45;Sem TPL;Sem TPL;24/DC;DC;2/2;NA;"1/4""";NPT;Latão;Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66;Com operador manual (Parafuso);"Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG)";BP;F;simples;Etileno propileno;NBR;3,2;0,30;0;5,4;4,1;4,1;65;11,2;2D
-82620338;EF8210G004MS  24/DC;"Válvula solenoide ASCO, simples, com proteção à prova de explosões, 2/2 vias, normal aberta, com operador manual (parafuso), conexão ao processo em 1/4"" NPT, corpo em latão, vedações em Etileno propileno, orifício de 3,2 mm, Kv = 0,30, pressão diferencial de operação (ar/gás): 0 à 5,4 bar; pressão diferencial de operação (água): 0 à 4,1 bar; pressão diferencial de operação (óleo): 0 à 4,1 bar;  temperatura máxima de 65 °C, proteção à prova de explosões, classe Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66, conexão elétrica: Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG); bobina classe F (BP), 11,2W de potência, tensão de operação de 24/DC, construção 2D.
 ";920,42;45;Sem TPL;Sem TPL;24/DC;DC;2/2;NA;"1/4""";NPT;Latão;Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66;Com operador manual (Parafuso);"Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG)";BP;F;simples;Etileno propileno;NBR;3,2;0,30;0;5,4;4,1;4,1;65;11,2;2D
-82620339;EF8210G027  120/60;"Válvula solenoide ASCO, simples, com proteção à prova de explosões, 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em Etileno propileno, orifício de 3,2 mm, Kv = 0,30, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 8 bar; pressão diferencial de operação (óleo): 0 à 7 bar;  temperatura máxima de 82 °C, proteção à prova de explosões, classe Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66, conexão elétrica: Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG); bobina classe F (BP), 10,5W de potência, tensão de operação de 120/60, construção 2D.
 ";920,42;45;Sem TPL;Sem TPL;120/60;AC;2/2;NA;"1/4""";NPT;Latão;Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66;Sem operador manual;"Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG)";BP;F;simples;Etileno propileno;NBR;3,2;0,30;0;9;8;7;82;10,5;2D
-82620346;SC8210C093E  220/50,240/60;"Válvula solenoide ASCO, simples, para uso geral, 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em Etileno propileno, orifício de 1,2 mm, Kv = 0,05, pressão diferencial de operação (ar/gás): 0 à 51 bar; pressão diferencial de operação (água): 0 à 48 bar; pressão diferencial de operação (óleo): 0 à 48 bar;  temperatura máxima de 60 °C, classe de proteção IP-65, conexão elétrica: Conector tipo plug-in (DIN 43650); bobina classe F (BP), 10,5W de potência, tensão de operação de 220/50,240/60, construção 2C.
 ";1713,75;80;Sem TPL;Sem TPL;220/50,240/60;AC;2/2;NA;"1/4""";NPT;Latão;IP-65;Sem operador manual;Conector tipo plug-in (DIN 43650);BP;F;simples;Etileno propileno;Uretano;1,2;0,05;0;51;48;48;60;10,5;2C
-82620347;SC8210D032V  240/60;"Válvula solenoide ASCO, simples, para uso geral, 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em Viton, orifício de 1,2 mm, Kv = 0,05, pressão diferencial de operação (ar/gás): 0 à 51 bar; pressão diferencial de operação (água): 0 à 48 bar; pressão diferencial de operação (óleo): 0 à 48 bar;  temperatura máxima de 60 °C, classe de proteção IP-65, conexão elétrica: Conector tipo plug-in (DIN 43650); bobina classe F (BP), 10,5W de potência, tensão de operação de 240/60, construção 2C.
 ";1710,95;80;Sem TPL;Sem TPL;240/60;AC;2/2;NA;"1/4""";NPT;Latão;IP-65;Sem operador manual;Conector tipo plug-in (DIN 43650);BP;F;simples;Viton;Uretano;1,2;0,05;0;51;48;48;60;10,5;2C
-82620351;SC8210B156  24/DC;"Válvula solenoide ASCO, simples, para uso geral, 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 3,2 mm, Kv = 0,30, pressão diferencial de operação (ar/gás): 0 à 5,4 bar; pressão diferencial de operação (água): 0 à 4,1 bar; pressão diferencial de operação (óleo): 0 à 4,1 bar;  temperatura máxima de 65 °C, classe de proteção IP-65, conexão elétrica: Conector tipo plug-in (DIN 43650); bobina classe F (BP), 11,2W de potência, tensão de operação de 24/DC, construção 2D.
 ";1104,79;45;Sem TPL;Sem TPL;24/DC;DC;2/2;NA;"1/4""";NPT;Latão;IP-65;Sem operador manual;Conector tipo plug-in (DIN 43650);BP;F;simples;NBR;NBR;3,2;0,30;0;5,4;4,1;4,1;65;11,2;2D
-82620352;SCHT8210D002V  240/60;"Válvula solenoide ASCO, simples, para uso geral, 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em aço inoxidável 303, vedações em Viton, orifício de 3,2 mm, Kv = 0,30, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 8 bar; pressão diferencial de operação (óleo): 0 à 7 bar;  temperatura máxima de 82 °C, classe de proteção IP-65, conexão elétrica: Conector tipo plug-in (DIN 43650); bobina classe H (BP), 10,5W de potência, tensão de operação de 240/60, construção 3F.
 ";1487,48;45;Sem TPL;Sem TPL;240/60;AC;2/2;NA;"1/4""";NPT;Aço inoxidável 303;IP-65;Sem operador manual;Conector tipo plug-in (DIN 43650);BP;H;simples;Viton;NBR;3,2;0,30;0;9;8;7;82;10,5;3F
